tid,text,keyphrases
922976740439445509,If this cold I got could chill out that would be great bc my asthma 2 seconds away from sending me to the hospital ,asthma 2 seconds away from sending
926771295773016064,Haven't stopped sneezing since I woke up.,
926585835893547009,Complaint that kids study on vitamin D and asthma is unethical leads to changes #Washington https://t.co/ms1ivqkUgE,"asthma is unethical leads to changes,kids study on vitamin"
927015634734665728,Mexicos Netflix is on steroids ,mexicos netflix
926311447046471680,"Bad flu, sore throat and asthma all the way today uh-huh.","bad flu,sore throat and asthma all the way today"
924933964019539968,"Dogs may protect against childhood eczema, reduce asthma symptoms: New studies https://t.co/z2Y9LpDiyN via @setopati","asthma symptoms,new studies,protect against childhood eczema"
927202451895316480,I was born in the morning and then I had a sinus infection https://t.co/arRvrUOsJs,sinus infection
926877586483044352,I have another sinus infection... for the 5th time this year! Is that normal???,"sinus infection,time this year"
925458178183172096,Good job I dont suffer with asthma after the #Benfica fans set off a smoke bomb in #OldTrafford #StrugglingToBreath @ManUtd,"benfica fans set off a smoke bomb,good job i dont suffer with asthma"
923987594546941952,RT @alexeigonzmd: Telemedicine asthma study revealed that eVisits is a viable alternative to in-person visit #ACAAI17,"telemedicine asthma study revealed that evisits,viable alternative to in-person"
927666350092365825,My asthma has been fucked recently,
926260983869464577,@Joshua_Fannin Tell that to me while I'm having a asthma attack at your house and I ask you to bring me my inhaler I dare ya,asthma attack at your house
923908604188557312,cleaning my room has triggered both my hayfever and asthma ahaha didnt know it was that bad oops,"bad oops,cleaning my room has triggered both my hayfever and asthma"
923245601910902784,she expected me to chase herI'm crying bro. I got asthma bitch...I don't run,asthma bitch
924934681908404224,"Dogs may protect against childhood eczema, reduce asthma symptoms: New studies https://t.co/dVCKQkVn59 via setopati","asthma symptoms,new studies,protect against childhood eczema"
925453296428572673,"He died because he smoked weed which on that day didn't sit well with his asthma 
But he was a great soul in my life ",great soul
926834117483814912,i need this sinus pressure to go away so i can enjoy my day off,sinus pressure
927116088512536576,Endoscopic sinus surgery12-2010.mp4 https://t.co/sEqX68cFDX,endoscopic sinus
927603943349411840,"""you have the beginnings of a sinus infection""

*doesnt give me antibiotics*",sinus infection
924880790332219392,If you gonna be my friend or in my life you cant do stupid shit cause you gonna give me a damn asthma attack,"damn asthma attack,life you cant do stupid shit"
923817106378018816,"""I plan on either dying from Suicide or my asthma being the only bastard in a box logo casket"" - @tylerthecreator https://t.co/uSb7mz0wCL","asthma being the only bastard,box logo casket,dying from suicide"
927218821831806977,Put this in your sinus,
926988573131333632,RT @hannah__mckay: Me but on steroids when the team ran by me before halftime https://t.co/AYcxXJF73D,steroids when the team
924342078917763072,"RT @LynneSparks: I have asthma &amp; rheumatoid arthritis. #Flu can make these conditions worse, thats why I had my flu jab today ","flu can make these conditions worse,flu jab today,rheumatoid arthritis"
927198910162132993,"@NeonInamorata ""I took it and had issues...""

""I almost died of an asthma attack, NO ONE PAID FOR MY INHALER!""

And what?","asthma attack,one paid for my inhaler"
927079961818816512,RT @ft_health: Why does pneumonia kill so many children? And why is tuberculosis so hard to beat? Read the new edition of FT Health https:/,"hard to beat,health https,new edition,pneumonia kill so many children"
926872247297437701,henlo im sorry i couldnt respond to any messages atm i am having a severe asthma attack and i have to rest  i love my mutuals bts &amp; got7 ,"mutuals bts,severe asthma attack,sorry i couldnt respond to any messages"
927210350042386437,"RT @StrongerThanT1D: Pretty sure I have another sinus infection, but I refuse to go to the doctor because he'll put me on steroids bc nothi","steroids bc nothi,sure i have another sinus infection"
927632255199084544,I'm being informed by a Pittsburgh Penguins fan that Alex Ovechkin's Russia connections means he's have been on steroids for years. #HotTake,"pittsburgh penguins fan that alex ovechkin's russia connections,steroids for years"
926509765412261888,im so annoyed by the fact that ill get asthma attack everytime im sad,fact that ill get asthma attack
924727430128037889,People w asthma be like: ahhh I can't break I have asthma haha ,"break i have asthma,people w asthma"
927196486005411841,Grrr... I may need #Negan to come take care of this sinus infection! In so much pain right now ,"much pain,sinus infection"
926166184155910146,Studies have shown c;ildren wits asthma are especially vulnerable to ozone,"ildren wits asthma,studies have shown"
925320928510267392,@cybegeek My father had asthma problem and a chronic one.he suffered a lot there.,father had asthma problem
927002927188897792,RT @heyjdey: @HotlineJosh she had pneumonia and she knew she couldn't take time off to rest b/c you people were amplifying Trump ,"people were amplifying trump,time off to rest"
922884998646071296,my asthma is shaking,asthma is shaking
924350750851026944,"RT @_TaBoris: Her: ""Damn you breathing hard this pussy good huh?""

First of all, I got asthma",hard this pussy good huh
922965421266890752,asthma 3rd day,3rd day
927020395697463296,"Me: *coughs*
My brain: sure does suck you totally have pneumonia and are gonna die
Me: ???",
923925057176571904,Me: Kendal youre a cancer                                 Kendal: I dont have cancer I have asthma       ,cancer i have asthma
926911804797804545,Think I'm getting a sinus cold,sinus cold
924616179448197121,RT @x0_Kiana: Done had two asthma attacks in two weeks I need this weather to stay consistent,done had two asthma attacks in two weeks i need this weather
925314150443704320,Unless you got asthma  https://t.co/Ug7Yrtp4Hf,
925898876908916741,@JaniceBakerRD I'm not a pulmonary specialist but have often read that exercise can help asthma symptoms in many. -&gt; https://t.co/8NoKv3HULb,"exercise can help asthma symptoms,pulmonary specialist"
927428637330214912,Went to the ER after work anddddd...... I have pneumonia  Going to disappear for a couple days now. ,"couple days,work anddddd"
927004304321499136,Day 3 of the sinus headache that wont quit. Feels like day 27.,sinus headache
925809340056866816,Hays asthma,
922872826960470017,Studies show relevance of microbiome in asthma ScienceDaily https://t.co/jz1VNbtvlu,studies show relevance of microbiome in asthma sciencedaily
926817003792302080,"Nobody bothers me, calls me, even sneezing at me way.",nobody bothers
927342921933905920,@svig2 @ASiTofficial @bota_uk Is it reasonable for pneumonia to go untreated just because you didn't hear anything https://t.co/kfyadpHM60,reasonable for pneumonia
927204370898345984,Scolding Arshi for making fun of asthma while doing the same  #BB11,scolding arshi for making fun of asthma
925861639181791232,I have asthma so it's worse  https://t.co/OaNmewQqMe,
924517281815724032,I love snow.  I have asthma so I really shouldn't but I do.,
926957683558756352,@kenotyc @seancardo @Kttykinz Majority of them they are abusing steroids ...,abusing steroids
927202346978996226,Having asthma fucking sucks,asthma fucking
927018504829648897,I think i got pneumonia from inhaling all that pool water ,pneumonia from inhaling all that pool water
926077811621875713,RT @sussexair: It's that time of year again.  Stay safe and wrap up this bonfire night.  Great advice from asthma UK in the art ,"great advice from asthma,time of year"
924325873108574208,RT @Health__Newz: Contact with #Dogs could protect kids against eczema and asthma https://t.co/9QD9nFS87P https://t.co/3OOZAwsAWW,dogs could protect kids against eczema and asthma
927001499120611328,Paolo costa looks like Ricky Martin on steroids #UFC217,paolo costa looks like ricky martin on steroids
923894956854513664,New asthma clinical trial: Exploring Asthma Exacerbations in Mepolizumab Treated Patients https://t.co/N2UgDe8nR2,"exploring asthma exacerbations in mepolizumab treated patients,new asthma clinical trial"
927317790092128256,@xxKeypainxx @jose23jronberg @OlackadaisicalO @mawreeng @sweenxgram_ @vorfreudc @BR_NBA David Ortiz did steroids an https://t.co/hvzhGCK3P1,david ortiz did steroids
926777147808677888,I was excited for the weekend so I could just relaxe and Here I am sneezing with rainy nose And my sleep was fucked okay :),"excited for the weekend,rainy nose"
922855189890994176,my asthma is acting up,asthma is acting
922950259868872705,I remember doing the mile in middle school and I'd tell them I can't breathe but I didn't know I had asthma so they'd be like idc run it,mile in middle school
926706732906307584,my mom thinks I'm on steroids lol,
924531102819090432,I missed Nagar Kirtan because of my asthma,nagar kirtan
922886822560014336,My asthma is actin up and I sound like Wheezy from Toy Story,toy story
923856893415653377,I'm type 1 diabetic and also suffer from asthma running and training for the VLM would be fab for my health https://t.co/dky4G8x0WY,"fab for my health,type 1 diabetic and also suffer from asthma running and training"
926983607343820801,My aunt had us do everything outside and now I have a sinus headache. ):,sinus headache
927173264635506688,RT @GregHar59460712: @Tony19542 @JohnNag59075515 Who wouldn't be in fear after crossing Killary :) She is a serial killer on steroids an ,"fear after crossing killary,serial killer on steroids"
925237732154130432,I did my asthma medication so Im sleepy but also shaking and jittery what do I do-,"asthma medication,sleepy but also shaking"
924759794950574080,RT @RCPCHtweets: We've partnered with @asthmauk to update you on the latest tools &amp; treatment options in children's asthma ,"latest tools,treatment options in children's asthma"
927640520930791425,RT @juicybeardick: @FIFTHMUSTO @iamblackbear do you got asthma ?... because you got ASS MA,
927385690396086273,Ill be damned if I have an asthma attack ,asthma attack
927678600261898240,"Lol if this school thinks that I shall not be wearing jumpers into school, not catching pneumonia from this cold","jumpers into school,pneumonia from this cold"
926992590938849281,I think I have a sinus headache. Gin helps that right?,sinus headache
924334114999820288,@xhaleemaa @Big_Wezza @AilsaHamilton LMFAO I was about to save u from an asthma attack,asthma attack
927000056317861889,I just want this sinus headache to go away  nothing I've taken will touch it and the dr said the virus just has to run its course,sinus headache
925125225582419970,I've never heard of anyone wanting asthma https://t.co/N6XC0LXyXC,anyone wanting asthma
926032422940135424,i hate being asthmatic bc nebulizers are stupid and weird and i hate using them !! anyone with asthma can relate to this horribleness,"anyone with asthma can relate to this horribleness,asthmatic bc nebulizers"
927200873234817024,@prettyplusmore Im totally trying it when I get sinus issues.,
924837298159497216,RT @HonestIyAndrew: Jonny boy! I love you so much and am glad to see you having fun and feeling better than you were when you had asthma ht,"fun and feeling,glad to see you having,jonny boy"
926804922695172097,"@pattonoswalt Barry Bonds hit so many homers, what's everybody on about the steroids he takes for?  I don't see the connection...",barry bonds hit so many homers
926869238647795713,Would you rather have Superalloys or A modular sensing apparatus includes a sensing diaphragm that accommodates a particular pressure range?,modular sensing apparatus includes a sensing diaphragm that accommodates a particular pressure range
926515609407328256,"@QueenOfNaCl Like I said, doesn't apply to everyone but her story about asthma definitely infuriated me",everyone but her story about asthma
925838205844361217,"Raw milk may prevent allergy and asthma, but is it safe? https://t.co/KIvtvGCd3V #AlternativeMedicine ?",raw milk may prevent allergy and asthma
927359488402776064,My asthma is not getting any better:(,asthma is not getting
927273461868892160,You know it's bad when you're picking potentially getting pneumonia on deck over the safe warmth of the lounge ,bad when you're picking potentially getting
924948717555380224,real shit ive been lowkey wheezing for the past two days i think i have asthma,"past two days,real shit ive been lowkey wheezing"
927634813703647232,"Just a lil PSA.... sinus infections suck. You're welcome. 
#nasalpurgatory","lil psa,sinus infections"
924808269998194689,"@LeoMcKayJr @HeerJeet @JohnRossMD For example, some study subjects taking a placebo for asthma reported improvemen https://t.co/Yy36fC1uc8",study subjects taking a placebo for asthma reported improvemen
927036355208720384,my skin was clearing up &amp; looking fresh then my asthma wanted to act up &amp; send me to the ER so i had to take meds t https://t.co/GmZRjt4PBA,"fresh then my asthma,skin was clearing"
925479849535340544,RT @WorldfNature: Bristols children of the 90s study has just led to this groundbreaking asthma discovery https://t.co/f9zqOrXu5y,"bristols children,groundbreaking asthma discovery"
925130449269112832,I seriously am gonna die last night because of asthma,last night because of asthma
926893438091563008,So I went from a migraine to an asthma attack. Can this year be over please!!! https://t.co/HynArNkmgo,asthma attack
926097993111138305,AZ experimental asthma drug fails in Phase III - An experimental therapy being developed by AstraZeneca and it... https://t.co/9RMEEIHVNn,"experimental asthma drug fails,experimental therapy being developed by astrazeneca"
927559095514779648,"Nasty sinus infections, bronchitis and the flu are going around in this area.","flu are going,nasty sinus infections"
926818633577148416,My boss gave me medicine cause I am sneezing non-stop. ,boss gave me medicine
926681574841577472,RT @CongmonMatthieu: I  hate  having asthma,
927408941813915648,"every time you smoke, eddie james olmos has an asthma attack https://t.co/wlJkKkYLgF",eddie james olmos has an asthma attack
925781243907706880,@cepollack getting ready 4 interview abt our study on the effects of moving on asthma in kids. @HopkinsKids https://t.co/6RZvi9WcRV,"asthma in kids,effects of moving,ready 4 interview abt our study"
925389082909462529,Being sick and having asthma FHVMING SUCKS BV I CANT BREATHE AT ALL,sick and having asthma fhvming sucks
925678135777128450,Moms-to-be can protect babies from asthma by eating fish: study,moms-to-be can protect babies from asthma by eating fish
924921173695221760,"@Colin10971 Yep, asthma since a kid. Mouthwash for when my mouth feels manky when away from home all day ","asthma since a kid,mouth feels manky when away from home all day"
923245069334990850,"RT @ToxicFreeMW: Illinois children have high rates of #asthma. Help reduce asthma risk with our @incrralearning ""IPM"" course ",illinois children have high rates
924765775801413632,"@morganjaffit @Emre_C_Deniz Yep its super nasty, we've had some warnings about asthma storms. 9 died and thousands https://t.co/sTwc2Qg6FR",warnings about asthma storms
927286108500537344,RT @KatharineJay: stranger things singlehandedly brought back my asthma,stranger things singlehandedly brought back my asthma
925438576875077632,I believe in having asthma when u see u r crush more. https://t.co/VXtlinhIPn,
924854083256647680,RT @trishagarraez: I fucking hate my asthma,
925316702333632512,"$SNY $REGN Phase 3 study of Dupilumab in adults and adolescents with severe, steroid-dependent asthma met its primary endpoint","regn phase 3 study of dupilumab in adults and adolescents,steroid-dependent asthma met its primary endpoint"
923733468395094017,RT @MbghikerPam: @djrothkopf @stevenacurtis @SenJohnMcCain My husband had scars on his lungs from asthma and bad eczema on his feet. ,husband had scars on his lungs from asthma and bad eczema on his feet
923545481904607233,Mac slow down youre weezing,mac slow down youre weezing
923736768125587456,@KaylaKiiXOXO sorry it's taking so long to get online. I started having an asthma attack and needed to calm down ,"asthma attack,calm down,sorry it's taking"
926964184562024448,https://t.co/k8MUaxxqFs: 10 Francis sinus grafting... https://t.co/uvV7vqaUbC,francis sinus grafting
925896391615856640,@mssinenomine My asthmatic partner says it helps their asthma with smoke/air pollution as well.,"air pollution,asthmatic partner says it helps their asthma"
925442162413641728,Gios smoking 2 cigs at once right now in the car like I aint got some type of asthma,"gios smoking 2 cigs,type of asthma"
927326824039792640,@ezraklein @CaseyHinds Well put! @realDonaldTrump thought being @potus would.be like a celebrity on steroids with p https://t.co/8RtMUJINb9,celebrity on steroids
924994381576359938,Cheers to scaring the shit out of the guy at the border because I was having an asthma attack the entire way home from hockey,asthma attack the entire way home from hockey
927175299833278464,my coughing n chest pains aka asthma is taking its toll on me n i have the biggest headache . this is terrible,"biggest headache,coughing n chest pains aka asthma is taking"
927013882442407937,Pta asthma its been a while ha,pta asthma
927040094724165632,I wish I had pneumonia again,
927619903422689290,RT @amehmunirah: I had an asthma attack while trying to get the bus. Some strangers helped me Call the Emergency line. @TheTobii_ ca ,"asthma attack while trying,emergency line,some strangers"
926972860274565121,"@JoyAnnReid One more idiotic appointee.  Nice going, Trump voters.  Hope your kids and grandparents enjoy their asthma and COPD.","idiotic appointee,kids and grandparents enjoy their asthma and copd,nice going,trump voters"
926798810122194944,"He was having his fake asthma attack &amp; I let him get in my lap &amp; that shit magically stopped &amp; he had that ""gotcha"" look on his dumb face","dumb face,fake asthma attack"
927204541296250881,@HillaryWarnedUs @donnabrazile DB would have tossed out FDR and JFK? HRC battles pneumonia and Donna Brazile thinks https://t.co/hMH9zQiAm4,"fdr and jfk,hrc battles pneumonia"
927662541379129344,"@_HTashUP Shit mine be too.Ibe missed work, sneezing every 2 minutes, thought It was a cold but It was allergies i https://t.co/JxYKCuZry0",
925520096914575361,LOL no wonder your asthma played up lol ya poor thing - never fear @FettKeven I'm here and I have plenty of oxygen https://t.co/CGWkO0VCuA,"plenty of oxygen,poor thing"
923874191266500608,I found my asthma pump in my dreams lastnight &amp; took one pump &amp; it felt so good. I haven't had asthma since I was a https://t.co/XgzTkr1T7v,"asthma pump,dreams lastnight"
925807481179254785,@yevmiIkovch imagine if you minded your business miss asthma,imagine if you minded your business miss asthma
926871520475058176,@JohnStrikwerda @ibronatron @JonnyBones @GeorgesStPierre Kind of like The Rock coming out in the media then claiming steroids don't work.,"media then claiming steroids don't work,rock coming"
923868785890791424,https://t.co/8yLyyUQDVS | 6 tips for exercising with asthma or allergies https://t.co/vL9shmXsaM https://t.co/8MFUxdUeDp,tips for exercising with asthma or allergies
927157774248591360,RT @plupip: can't wait for hyperventilation dvd  will cry at any new content ,"hyperventilation dvd,new content"
923827978647285761,6 tips for exercising with asthma or allergies. https://t.co/vmt1JWAj4k Image: Families https://t.co/HG8qIvJb21,tips for exercising with asthma or allergies
927254177780080641,"Now no one is bothered about #pollution ,not worried about children's asthma ??? All the outrage was against https://t.co/cPKtXPLOPE",children's asthma
925397970043863040,Obese children with asthma spend longer in hospital https://t.co/oBlgD9cAN4,obese children with asthma spend longer in hospital
927485972102643712,We gotta test Lebron for steroids lol dude is a beast!,test lebron for steroids lol dude
925538921651384321,"Did you know chewing mints can help with weight loss, asthma and stress? Check out these health benefits of Mint... https://t.co/DQONbk8k50","asthma and stress,health benefits of mint,mints can help with weight loss"
927033364703469568,GSP on steroids for sure,gsp on steroids
927029542023077889,Fucking asthma attack,fucking asthma attack
925718109633286146,"I just came in here for an inhaler. Like chill. She tried to use my shit against me like, ""ppl w asthma tend to get it easier."" I bet. Nope.",asthma tend
926869905487605761,"New exhibit at Casa is like origami on steroids - @JWSchnarrHerald
https://t.co/klT1QjgurN https://t.co/bV6uRgxJ87",new exhibit at casa is like origami on steroids
927353782723264512,@MyTweetPies @OmgIAmAStar dint u see how shilpa flipped on akash shield.and when arshi told sry wen she commented on hinas asthma .,"akash shield,hinas asthma"
926956362294231041,RT @DrSuperSalty: @medicalaxioms @DGlaucomflecken I cant get the hospitalist to admit a first trimester hypoxic pneumonia patient,first trimester hypoxic pneumonia
926866246112395264,I have 27 videos of me sneezing,
927033591783198720,@JonnyBones not when youre addicted to steroids you mad cunt to,addicted to steroids you mad cunt
927577990321655808,"FYI. 
Tracey wears a mask sometimes if her asthma is bad and uses gel not acrylic and we NEVER use drills on the... https://t.co/7lGk153oGM",use drills
925515170784337920,"@LeftWingApathy 25 million Americans with asthma is ""hardly a widespread issue""? https://t.co/bNHgETGFPj You are fundamentally unserious.",americans with asthma
926216531574509568,"Does your child have asthma or allergies?  If so, then your child also has an increased risk of dental problems. https://t.co/2opWtZYME7","child also has an increased risk of dental problems,child have asthma or allergies"
927619880899239936,@Danny_Wafc @TrottersDan @AFCFYLDE @LaticsOfficial @EmiratesFACup Your just afc fylde on steroids pal if we was for https://t.co/bTSIJTOuhL,steroids pal
926876085622575104,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/eQLNaRBvoB #medicine #health,"anabolic androgenic steroids,early coronary artery disease"
927368243236532224,got asthma cuz u got ass ma,asthma cuz u got ass
927373290817097728,"It's pneumonia apparently, so he's not injured, just ill.",pneumonia apparently
926411984152735744,"@McFleet711 @DrJenGunter She ought to be campaigning for asthma meds to be mandated, instead.",campaigning for asthma meds
927344422710333440,the last person who said i used steroids got thrown off a cliff,last person who said i used steroids got thrown off a cliff
927325410362363904,flow so sick make you catch pneumonia,sick make you catch pneumonia
927224401988288512,"@FootballFunnys Was having a sinus headache be4 d match,  so mine will be all read!! . Ouch my head!!  Better not laugh too hard!!",sinus headache
926919776731058179,@Sadmrkrabs I hate stomach aches so much. I would rather have pneumonia for another 5 weeks than deal with stomach problems for an hour.,pneumonia for another 5 weeks than deal with stomach problems for an hour
927035563831648257,The real GOAT. Without using steroids unlike a Mr. Jonny Bones. #UFC217,"jonny bones,real goat,using steroids"
926704522059169793,RT @cctv_idiots: Frightened of a cat sneezing   https://t.co/sbgi7QdoHI,cat sneezing
927367307000668160,@_kyeezus She probably has the most severe asthma lol,severe asthma
926424961446744064,"@FDRLST You can fight about getting asthma medication for free, no need to underestimate birth control. And still, some of us don't have (1)","asthma medication,underestimate birth control"
927472760791564288,@Stairfax type 99 is a mauser action on steroids,mauser action on steroids
926585740741500928,@LizTwistMP You seen this? Man died in 2015 because he couldn't afford prescription charges for his asthma meds https://t.co/DyYsZLWFPo,prescription charges for his asthma
926812202618691586,Gonna play catch up today for #nygpicaday. Day 1: Me...and my nebulizer #adthmaproblems #photoaday https://t.co/29XEkAX1hJ,
925888809933340672,"People fucking love me and will love me even more when Im well from allergy, stomach pain and asthma and all of that","people fucking,stomach pain and asthma"
925828653279338496,From time Milner looked like he was about to have an asthma attack I knew that was the outcome,"asthma attack,time milner"
927376354055684096,@KimKardashian she needs to build muscle to support legs etc. Not a zero carb strict diet. Also that trainer used steroids to look that way,"muscle to support legs,trainer used steroids to look that way,zero carb strict diet"
927329413632368641,@dbongino Lay off the steroids Bongino!,lay off the steroids bongino
927665625148854272,Got all the supplies I need to hibernate for the next 48ish hours during this sinus infection. Bye world ,hibernate for the next 48ish hours during this sinus infection
927145436644814848,@HotlineJosh Whats it like being a dumbass? It was a pneumonia and people that are bad at their jobs (you) blew it https://t.co/CD3zvjbm24,"bad at their jobs,pneumonia and people"
926966825849630722,RT @mycahisblack: i suddenly have asthma https://t.co/FlWAFScoaI,
927032109109317632,my asthma really acting up,asthma really acting
927243800514310144,Pretty sure the sinus infection/ cold train has hit me head on,"cold train,sure the sinus infection"
923897968142544896,"RT @HeatherHenry4: Thinking to do a @BreathChamps  course on social approaches to childrens asthma - song, poetry, puppets - think ",social approaches to childrens asthma
924781442256834561,I used to think I was gone die all the time as a kid. I had asthma attacks daily,asthma attacks
927410833902186497,It was supposed to be just a sinus infection .-.,sinus infection
927049202210717701,@OMGItsBirdman I use steroids to achieve a 2 k/d,
922935537090121728,Hunted gets my heart pumping honestly nearly had an asthma attack watching that bird run away,hunted gets my heart pumping honestly nearly had an asthma attack watching that bird
927535830746484737,I love how everyone knows kara as that girl with the horrible asthma,everyone knows kara as that girl with the horrible asthma
927008021129187328,"Getting over bronchitis for the 2nd time in 3 weeks, only to start with a sinus infection. Im over it","bronchitis for the 2nd time,sinus infection"
926205614170296321,"RT @docwock: Pt comes back a yr later and polyps just as bad as pre-op, asthma worse. Other topical options? ...Corticofoam, gentamicin (4-","later and polyps,topical options"
923909937436209152,The groundbreaking Salford Lung Study's asthma arm has presented positive results at the European Respiratory... https://t.co/lzZTn7RLXe,"european respiratory,groundbreaking salford lung study's asthma arm has presented positive results"
926776596937060354,I've been battling an asthma attack since like 3 am. ,asthma attack
927034105673469952,"The undisputed greatest of all time. Without steroids or fixed fights. 

Georges ""Rush"" St. Pierre #UFC217","greatest of all time,steroids or fixed fights"
927269672944316416,RT @DiddyDomDom: Sam maloney has a big nose cause he injects steroids into it,sam maloney has a big nose cause he injects steroids
924832752230428672,Im having a asthma attack from this game and I aint got asthma smh,asthma attack from this game
926531364786245633,@FDRLST Why can't we fight for both asthma *&amp;* birth control coverage? Why is it more important to have dozens of breakfast cereals 1/,"birth control coverage,breakfast cereals"
923922365150650369,I got asthma thats too much ,
924591691960643584,I aint chasing nobody I got asthma  https://t.co/eL4VZxfQAE,nobody i got asthma
926312285961969664,I am on the verge of an asthma attack! https://t.co/Zd4vwxziHs,asthma attack
927418176425558016,idk my asthma makes it rly hard to be the art bich i was born to be,art bich
926718673070514176,RT @CGdentalcentre: Implant &amp; sinus lifts galore today. Using the Acteon Piezotome cube this brilliant piece of technology utilises max ,"acteon piezotome cube this brilliant piece of technology utilises max,sinus lifts galore today"
927637809221062657,This sinus is gonna kill me tonight. Dont remember me as an asshole when I die. Please?,
927322570671706113,The republicans needed the help. The dems had a great strategy. The republicans used steroids via Russia. Russia kn https://t.co/CxMLRvjiu4,"dems had a great strategy,republicans needed the help,republicans used steroids via russia"
926764701614145536,"@adnaplay  Because I have an asthma attack , I felt hopeless , but 
Watching your vedio help me through the tough time.  (Mark) 
Thank you.","asthma attack,tough time"
925584227923501056,"RT @shawarmakabab8: 20171031 Owest
CLOCK &amp; BOTAN asthma https://t.co/anWjROzCSd",botan asthma
927179668893110272,Made it to Lisbon with a still raging sinus problem. Does anyone know if Tylenol with Codeine is OTC in Portugal?,"anyone know if tylenol with codeine is otc in portugal,lisbon with a still raging,sinus problem"
927207861737816064,#BiggBoss11 @BeingSalmanKhan is it ok to make fun of Vikas's tennis elbow but not Hina's asthma #UnfairHost #bb11,fun of vikas's tennis elbow but not hina's asthma
924278821074931712,My asthma was in bits and had no inhaler but got one in the pharmacy for 2 without a prescription I'm so emotional,
926631242669445120,"r/place discord, just got an asthma attack because of it","asthma attack,place discord"
925859086951792641,RT @alou3tte: im going to have an asthma attack jesus christ https://t.co/vZ59WpcZqm,asthma attack jesus christ
926722801200898049,*cue flashbacks of Gyu sneezing on his hand and continues on fixing Hui's hair https://t.co/lcvM47LgzG,cue flashbacks of gyu sneezing on his hand and continues on fixing hui's hair
922859135577845761,"The asthma nurse just insisted on telling me how to use an inhaler, even though I've been taking it for 15 years and I haven't died yet.",asthma nurse
925668503524462593,AstraZeneca asthma drug tralokinumab disappointsagain https://t.co/Apa2nvieos,astrazeneca asthma drug tralokinumab
927391968446971907,Re-tweet if you hay fever asthma and are barely alive and support my gypsy curse on hay fever,"gypsy curse on hay fever,re-tweet if you hay fever asthma"
923888407704616960,@HYBPA laughing so hard having asthma attack - totally worth it!,asthma attack
926889446032646144,Pettiness on steroids ,pettiness on steroids
922972721193000960,@al_animallover @o0pz83 @NinaMoo07 @SLJP33 @JeffTeravainen Too much prednisone steroid to get my asthma under control,"asthma under control,much prednisone steroid"
924797762302070787,@XXOvie_ I have asthma,
926160360322854912,"Attend &amp; study Ortho, Urology, ENT, ophthalmo, anesthesia
&amp; I'll examine you with cholecystitis, emergency, ectopic pregnancy, &amp; asthma","ectopic pregnancy,examine you with cholecystitis"
925655955928440833,AstraZeneca asthma drug tralokinumab disappoints again ... more at https://t.co/QHrccnrvKn,astrazeneca asthma drug tralokinumab
927204269459165184,@jmpalmieri DB would have tossed out FDR and JFK? HRC battles pneumonia and Donna Brazile thinks about replacing he https://t.co/bWeyXIzzRT,"brazile thinks about replacing,fdr and jfk,hrc battles pneumonia"
925820960120410113,Today in gym Oralia said some  I dont got asthma but I do today  LMAOOOOO,today in gym oralia
924324807537291264,Contact with #Dogs could protect kids against eczema and asthma https://t.co/9QD9nFS87P https://t.co/3OOZAwsAWW,dogs could protect kids against eczema and asthma
925631347426656256,RT @Joslynnnn10: The game hasnt even started and Im already having an asthma attack #dodgers,asthma attack
926544006527537152,@CleanAirLondon Tell me about it. My asthma is really bad tonight.,asthma is really bad tonight
927208505119072256,@BrooksBabineaux Im trying  I just need the sinus headache to go away for two hours ,sinus headache
925543981236158464,"Did you know chewing mints can help with weight loss, asthma and stress? Check out these health benefits of Mint... https://t.co/BzF4wHMcbX","asthma and stress,health benefits of mint,mints can help with weight loss"
926083712839806977,@dumbdwyer @ddlovato Lol just bad asthma attack they kept me overnigh but I feel way better and the doctor said I l https://t.co/0x0BUT9PYj,bad asthma attack
924614421514559489,just when I thought I was going to sleeep  . my son wake from a bad dream &amp; his asthma starts acting up .,"asthma starts acting,son wake from a bad dream"
926954220569481216,"an asthma is a squalor: misspecified, unvisited",
922626203240075265,PTSD is a really thing I still have sleepless nights about having a gun pointed at me and being asked whether I was unaware of my asthma ,sleepless nights about having a gun
924850415761584128,Exacerbation risk and characterisation of the UK's asthma population from infa... https://t.co/a6J5XeibG6 #ReadByQxMD,"exacerbation risk and characterisation,uk's asthma population from infa"
926250985428869125,@LiamByrneMP Have you seen this? Man died in 2015 because he couldn't afford prescription charges for asthma meds https://t.co/DyYsZLWFPo,prescription charges for asthma meds
926789666342182912,"Long term use of topical steroids for treating #eczema may result in skin atrophy, stria or telangiectasia. Especially on the face or groin.","eczema may result,long term use of topical steroids for treating,stria or telangiectasia"
926321435420762112,"me: *laughs* 
*has an asthma attack*",asthma attack
926320404309954561,RT @Gracie_Eleanor: i may have asthma but thats not why i cant breathe rn https://t.co/SxCTSS8x5z,
927395171641077762,No ingokho for any visitors who might come through this Dec. Labda niwanunulie zile za steroids,labda niwanunulie zile za steroids
926425655364874240,asthma sucks ,
924399205833199618,@DADDYJIMlN I was gonna say same but then I realized I have asthma so Im not even good at breathing akjgahdk,good at breathing akjgahdk
927551091331477505,"@TheNeilesh @RNBA1032 Imagine the Hulk taking x5,000,000,000 steroids a day. ","imagine the hulk taking,steroids a day"
